"id" "cell"
"cg21710324" "cg21710324" "Neuron"
"cg04089434" "cg04089434" "Neuron"
"cg20237547" "cg20237547" "Neuron"
"cg26527105" "cg26527105" "Neuron"
"cg03457345" "cg03457345" "Neuron"
"cg20063728" "cg20063728" "Neuron"
"cg12793924" "cg12793924" "Neuron"
"cg19861914" "cg19861914" "Neuron"
"cg01943851" "cg01943851" "Neuron"
"cg11076668" "cg11076668" "Neuron"
"cg04999309" "cg04999309" "Neuron"
"cg08189968" "cg08189968" "Neuron"
"cg20094837" "cg20094837" "Neuron"
"cg08060936" "cg08060936" "Neuron"
"cg24221559" "cg24221559" "Neuron"
"cg25735823" "cg25735823" "Neuron"
"cg11621808" "cg11621808" "Neuron"
"cg07759857" "cg07759857" "Neuron"
"cg27425841" "cg27425841" "Neuron"
"cg02586910" "cg02586910" "Neuron"
"cg15157312" "cg15157312" "Neuron"
"cg15323873" "cg15323873" "Neuron"
"cg23899057" "cg23899057" "Neuron"
"cg14040131" "cg14040131" "Neuron"
"cg10409341" "cg10409341" "Neuron"
"cg21136358" "cg21136358" "Neuron"
"cg21549695" "cg21549695" "Neuron"
"cg06532257" "cg06532257" "Neuron"
"cg25878744" "cg25878744" "Neuron"
"cg04228083" "cg04228083" "Neuron"
"cg01208814" "cg01208814" "Neuron"
"cg07815491" "cg07815491" "Neuron"
"cg01992280" "cg01992280" "Neuron"
"cg12547839" "cg12547839" "Neuron"
"cg02515422" "cg02515422" "Neuron"
"cg22518373" "cg22518373" "Neuron"
"cg27109461" "cg27109461" "Neuron"
"cg08042322" "cg08042322" "Neuron"
"cg15329642" "cg15329642" "Neuron"
"cg01558110" "cg01558110" "Neuron"
"cg13233788" "cg13233788" "Neuron"
"cg03907570" "cg03907570" "Neuron"
"cg26559250" "cg26559250" "Neuron"
"cg15924582" "cg15924582" "Neuron"
"cg27501362" "cg27501362" "Neuron"
"cg09704475" "cg09704475" "Neuron"
"cg08825895" "cg08825895" "Neuron"
"cg17131095" "cg17131095" "Neuron"
"cg09605298" "cg09605298" "Neuron"
"cg07971894" "cg07971894" "Neuron"
"cg10858791" "cg10858791" "Neuron"
"cg10102745" "cg10102745" "Neuron"
"cg01149264" "cg01149264" "Neuron"
"cg01806442" "cg01806442" "Neuron"
"cg05620762" "cg05620762" "Neuron"
"cg10677372" "cg10677372" "Neuron"
"cg26990680" "cg26990680" "Neuron"
"cg08351911" "cg08351911" "Neuron"
"cg00522231" "cg00522231" "Neuron"
"cg13216490" "cg13216490" "Neuron"
"cg02047211" "cg02047211" "Neuron"
"cg11967563" "cg11967563" "Neuron"
"cg18890892" "cg18890892" "Neuron"
"cg16349148" "cg16349148" "Neuron"
"cg09668639" "cg09668639" "Neuron"
"cg04063230" "cg04063230" "Neuron"
"cg03008550" "cg03008550" "Neuron"
"cg15369633" "cg15369633" "Neuron"
"cg26918675" "cg26918675" "Neuron"
"cg00461753" "cg00461753" "Neuron"
"cg04708036" "cg04708036" "Neuron"
"cg14923398" "cg14923398" "Neuron"
"cg18599129" "cg18599129" "Neuron"
"cg22482690" "cg22482690" "Neuron"
"cg08900781" "cg08900781" "Neuron"
"cg04373487" "cg04373487" "Neuron"
"cg14615195" "cg14615195" "Neuron"
"cg23306453" "cg23306453" "Neuron"
"cg13263778" "cg13263778" "Neuron"
"cg11754357" "cg11754357" "Neuron"
"cg20809470" "cg20809470" "Neuron"
"cg03299064" "cg03299064" "Neuron"
"cg27081103" "cg27081103" "Neuron"
"cg07209550" "cg07209550" "Neuron"
"cg16582732" "cg16582732" "Neuron"
"cg08320659" "cg08320659" "Neuron"
"cg13621836" "cg13621836" "Neuron"
"cg09567485" "cg09567485" "Neuron"
"cg16557698" "cg16557698" "Neuron"
"cg21247923" "cg21247923" "Neuron"
"cg09323083" "cg09323083" "Neuron"
"cg21484527" "cg21484527" "Neuron"
"cg21323028" "cg21323028" "Neuron"
"cg02351925" "cg02351925" "Neuron"
"cg04697209" "cg04697209" "Neuron"
"cg16604234" "cg16604234" "Neuron"
"cg04633721" "cg04633721" "Neuron"
"cg03143164" "cg03143164" "Neuron"
"cg20038366" "cg20038366" "Neuron"
"cg17226399" "cg17226399" "Neuron"
"cg17235415" "cg17235415" "Neuron"
"cg19808323" "cg19808323" "Neuron"
"cg17926950" "cg17926950" "Neuron"
"cg07436208" "cg07436208" "Neuron"
"cg11319300" "cg11319300" "Neuron"
"cg01712258" "cg01712258" "Neuron"
"cg25161170" "cg25161170" "Neuron"
"cg08489941" "cg08489941" "Neuron"
"cg26662102" "cg26662102" "Neuron"
"cg10278699" "cg10278699" "Neuron"
"cg27325255" "cg27325255" "Neuron"
"cg01909845" "cg01909845" "Neuron"
"cg02690368" "cg02690368" "Neuron"
"cg24659538" "cg24659538" "Neuron"
"cg13993509" "cg13993509" "Neuron"
"cg02490942" "cg02490942" "Neuron"
"cg01518942" "cg01518942" "Neuron"
"cg00664222" "cg00664222" "Neuron"
"cg06858181" "cg06858181" "Neuron"
"cg26297490" "cg26297490" "Neuron"
"cg13109106" "cg13109106" "Neuron"
"cg03970483" "cg03970483" "Neuron"
"cg01214459" "cg01214459" "Neuron"
"cg22102057" "cg22102057" "Neuron"
"cg16245054" "cg16245054" "Neuron"
"cg00938266" "cg00938266" "Neuron"
"cg11960719" "cg11960719" "Neuron"
"cg23351479" "cg23351479" "Neuron"
"cg00680014" "cg00680014" "Neuron"
"cg09786202" "cg09786202" "Neuron"
"cg26506940" "cg26506940" "Neuron"
"cg01638225" "cg01638225" "Neuron"
"cg05801879" "cg05801879" "Neuron"
"cg14280424" "cg14280424" "Neuron"
"cg15963913" "cg15963913" "Neuron"
"cg07476798" "cg07476798" "Neuron"
"cg14107457" "cg14107457" "Neuron"
"cg02976323" "cg02976323" "Neuron"
"cg09975715" "cg09975715" "Neuron"
"cg14719722" "cg14719722" "Neuron"
"cg01469719" "cg01469719" "Neuron"
"cg02004165" "cg02004165" "Neuron"
"cg13719412" "cg13719412" "Neuron"
"cg14086952" "cg14086952" "Neuron"
"cg22240394" "cg22240394" "Neuron"
"cg26361545" "cg26361545" "Neuron"
"cg16657615" "cg16657615" "Neuron"
"cg04517903" "cg04517903" "Neuron"
"cg18127012" "cg18127012" "Neuron"
"cg27423208" "cg27423208" "Neuron"
"cg00755063" "cg00755063" "Neuron"
"cg00629382" "cg00629382" "Neuron"
"cg16552128" "cg16552128" "Neuron"
"cg08015801" "cg08015801" "Neuron"
"cg05705605" "cg05705605" "Neuron"
"cg02865832" "cg02865832" "Neuron"
"cg04847043" "cg04847043" "Neuron"
"cg21164741" "cg21164741" "Neuron"
"cg16541031" "cg16541031" "Neuron"
"cg24003835" "cg24003835" "Neuron"
"cg17069473" "cg17069473" "Neuron"
"cg14394327" "cg14394327" "Neuron"
"cg00987461" "cg00987461" "Neuron"
"cg15405572" "cg15405572" "Neuron"
"cg20892287" "cg20892287" "Neuron"
"cg00521993" "cg00521993" "Neuron"
"cg13636462" "cg13636462" "Neuron"
"cg03781098" "cg03781098" "Neuron"
"cg06442073" "cg06442073" "Neuron"
"cg04503500" "cg04503500" "Neuron"
"cg12627712" "cg12627712" "Neuron"
"cg14027297" "cg14027297" "Neuron"
"cg12898512" "cg12898512" "Neuron"
"cg11203538" "cg11203538" "Neuron"
"cg20558024" "cg20558024" "Neuron"
"cg22338118" "cg22338118" "Neuron"
"cg03888412" "cg03888412" "Neuron"
"cg26687670" "cg26687670" "Neuron"
"cg09835421" "cg09835421" "Neuron"
"cg18197354" "cg18197354" "Neuron"
"cg13094313" "cg13094313" "Neuron"
"cg08418375" "cg08418375" "Neuron"
"cg01383274" "cg01383274" "Neuron"
"cg20675539" "cg20675539" "Neuron"
"cg04346701" "cg04346701" "Neuron"
"cg17858500" "cg17858500" "Neuron"
"cg14761242" "cg14761242" "Neuron"
"cg01291474" "cg01291474" "Neuron"
"cg02239453" "cg02239453" "Neuron"
"cg01888306" "cg01888306" "Neuron"
"cg03608093" "cg03608093" "Neuron"
"cg25027689" "cg25027689" "Neuron"
"cg23376390" "cg23376390" "Neuron"
"cg24657503" "cg24657503" "Neuron"
"cg00850612" "cg00850612" "Neuron"
"cg01224884" "cg01224884" "Neuron"
"cg03894103" "cg03894103" "Neuron"
"cg24145685" "cg24145685" "Neuron"
"cg07332338" "cg07332338" "Neuron"
"cg20554488" "cg20554488" "Neuron"
"cg10625488" "cg10625488" "Neuron"
"cg13649864" "cg13649864" "Neuron"
"cg01349053" "cg01349053" "Neuron"
"cg23947450" "cg23947450" "Neuron"
"cg25616829" "cg25616829" "Neuron"
"cg16636721" "cg16636721" "Neuron"
"cg14948086" "cg14948086" "Neuron"
"cg00341950" "cg00341950" "Neuron"
"cg16634055" "cg16634055" "Neuron"
"cg20525037" "cg20525037" "Neuron"
"cg00725401" "cg00725401" "Neuron"
"cg05110241" "cg05110241" "Neuron"
"cg00863397" "cg00863397" "Neuron"
"cg04315086" "cg04315086" "Neuron"
"cg04661834" "cg04661834" "Neuron"
"cg18828966" "cg18828966" "Neuron"
"cg04132649" "cg04132649" "Neuron"
"cg21512950" "cg21512950" "Neuron"
"cg17118948" "cg17118948" "Neuron"
"cg23735296" "cg23735296" "Neuron"
"cg14641092" "cg14641092" "Neuron"
"cg04214629" "cg04214629" "Neuron"
"cg10960118" "cg10960118" "Neuron"
"cg26792933" "cg26792933" "Neuron"
"cg02288564" "cg02288564" "Neuron"
"cg06070414" "cg06070414" "Neuron"
"cg12535109" "cg12535109" "Neuron"
"cg11194299" "cg11194299" "Neuron"
"cg11448883" "cg11448883" "Neuron"
"cg23163136" "cg23163136" "Neuron"
"cg17173086" "cg17173086" "Neuron"
"cg22174681" "cg22174681" "Neuron"
"cg07283011" "cg07283011" "Neuron"
"cg04860674" "cg04860674" "Neuron"
"cg03584199" "cg03584199" "Neuron"
"cg05519002" "cg05519002" "Neuron"
"cg26705574" "cg26705574" "Neuron"
"cg26597727" "cg26597727" "Neuron"
"cg10062065" "cg10062065" "Neuron"
"cg09197075" "cg09197075" "Neuron"
"cg09287356" "cg09287356" "Neuron"
"cg08865625" "cg08865625" "Neuron"
"cg23328707" "cg23328707" "Neuron"
"cg14321918" "cg14321918" "Neuron"
"cg00477287" "cg00477287" "Neuron"
"cg15274171" "cg15274171" "Neuron"
"cg21218883" "cg21218883" "Neuron"
"cg04552480" "cg04552480" "Neuron"
"cg10510159" "cg10510159" "Neuron"
"cg04071758" "cg04071758" "Neuron"
"cg16970828" "cg16970828" "Neuron"
"cg23357435" "cg23357435" "Neuron"
"cg14267222" "cg14267222" "Neuron"
"cg24641302" "cg24641302" "Neuron"
"cg17939059" "cg17939059" "Neuron"
"cg01143247" "cg01143247" "Neuron"
"cg17966560" "cg17966560" "Neuron"
"cg01901624" "cg01901624" "Neuron"
"cg20732367" "cg20732367" "Neuron"
"cg03484612" "cg03484612" "Neuron"
"cg05608261" "cg05608261" "Neuron"
"cg03977237" "cg03977237" "Neuron"
"cg00808305" "cg00808305" "Neuron"
"cg09874127" "cg09874127" "Neuron"
"cg07663404" "cg07663404" "Neuron"
"cg18757077" "cg18757077" "Neuron"
"cg27641072" "cg27641072" "Neuron"
"cg10772991" "cg10772991" "Neuron"
"cg17695145" "cg17695145" "Neuron"
"cg14638315" "cg14638315" "Neuron"
"cg23271057" "cg23271057" "Neuron"
"cg17168428" "cg17168428" "Neuron"
"cg04709129" "cg04709129" "Neuron"
"cg11104416" "cg11104416" "Neuron"
"cg08649286" "cg08649286" "Neuron"
"cg14217558" "cg14217558" "Neuron"
"cg22966673" "cg22966673" "Neuron"
"cg19155100" "cg19155100" "Neuron"
"cg09866102" "cg09866102" "Neuron"
"cg25392500" "cg25392500" "Neuron"
"cg09908110" "cg09908110" "Neuron"
"cg02280038" "cg02280038" "Neuron"
"cg22762189" "cg22762189" "Neuron"
"cg20294870" "cg20294870" "Neuron"
"cg26160492" "cg26160492" "Neuron"
"cg07408989" "cg07408989" "Neuron"
"cg17761538" "cg17761538" "Neuron"
"cg05009605" "cg05009605" "Neuron"
"cg03448301" "cg03448301" "Neuron"
"cg25605277" "cg25605277" "Neuron"
"cg00968270" "cg00968270" "Neuron"
"cg13378284" "cg13378284" "Neuron"
"cg24630593" "cg24630593" "Neuron"
"cg07162826" "cg07162826" "Neuron"
"cg07200386" "cg07200386" "Neuron"
"cg01966390" "cg01966390" "Neuron"
"cg00704873" "cg00704873" "Neuron"
"cg02205193" "cg02205193" "Neuron"
"cg03695448" "cg03695448" "Neuron"
"cg10141075" "cg10141075" "Neuron"
"cg14448850" "cg14448850" "Neuron"
"cg22759265" "cg22759265" "Neuron"
"cg16355591" "cg16355591" "Neuron"
"cg00914146" "cg00914146" "Neuron"
"cg23186534" "cg23186534" "Neuron"
"cg05828520" "cg05828520" "Neuron"
"cg05340048" "cg05340048" "Neuron"
"cg10713002" "cg10713002" "Neuron"
"cg17854981" "cg17854981" "Neuron"
"cg13568258" "cg13568258" "Neuron"
"cg07438452" "cg07438452" "Neuron"
"cg19551199" "cg19551199" "Neuron"
"cg19452173" "cg19452173" "Neuron"
"cg20025677" "cg20025677" "Neuron"
"cg01283201" "cg01283201" "Neuron"
"cg08820016" "cg08820016" "Neuron"
"cg02494781" "cg02494781" "Neuron"
"cg01017608" "cg01017608" "Neuron"
"cg06585203" "cg06585203" "Neuron"
"cg04395498" "cg04395498" "Neuron"
"cg03430597" "cg03430597" "Neuron"
"cg17940464" "cg17940464" "Neuron"
"cg26715644" "cg26715644" "Neuron"
"cg20590643" "cg20590643" "Neuron"
"cg09319291" "cg09319291" "Neuron"
"cg12434571" "cg12434571" "Neuron"
"cg21140028" "cg21140028" "Neuron"
"cg26813557" "cg26813557" "Neuron"
"cg12620005" "cg12620005" "Neuron"
"cg17719473" "cg17719473" "Neuron"
"cg09059880" "cg09059880" "Neuron"
"cg24330793" "cg24330793" "Neuron"
"cg19113920" "cg19113920" "Neuron"
"cg14414332" "cg14414332" "Neuron"
"cg21310731" "cg21310731" "Neuron"
"cg12201332" "cg12201332" "Neuron"
"cg06219310" "cg06219310" "Neuron"
"cg01043957" "cg01043957" "Neuron"
"cg10230257" "cg10230257" "Neuron"
"cg12097330" "cg12097330" "Neuron"
"cg06153623" "cg06153623" "Neuron"
"cg06100442" "cg06100442" "Neuron"
"cg06489500" "cg06489500" "Neuron"
"cg01027209" "cg01027209" "Neuron"
"cg04410446" "cg04410446" "Neuron"
"cg18406197" "cg18406197" "Neuron"
"cg18653560" "cg18653560" "Neuron"
"cg24407065" "cg24407065" "Neuron"
"cg15394911" "cg15394911" "Neuron"
"cg06205922" "cg06205922" "Neuron"
"cg16878595" "cg16878595" "Neuron"
"cg18115766" "cg18115766" "Neuron"
"cg16385941" "cg16385941" "Neuron"
"cg03826463" "cg03826463" "Neuron"
"cg07493324" "cg07493324" "Neuron"
"cg09114672" "cg09114672" "Neuron"
"cg05846476" "cg05846476" "Neuron"
"cg25560831" "cg25560831" "Neuron"
"cg17943175" "cg17943175" "Neuron"
"cg00271964" "cg00271964" "Neuron"
"cg10541843" "cg10541843" "Neuron"
"cg21224472" "cg21224472" "Neuron"
"cg18521305" "cg18521305" "Neuron"
"cg22156128" "cg22156128" "Neuron"
"cg19854744" "cg19854744" "Neuron"
"cg19843449" "cg19843449" "Neuron"
"cg15227522" "cg15227522" "Neuron"
"cg00776028" "cg00776028" "Neuron"
"cg21163392" "cg21163392" "Neuron"
"cg09707038" "cg09707038" "Neuron"
"cg04740264" "cg04740264" "Neuron"
"cg11534680" "cg11534680" "Neuron"
"cg16663142" "cg16663142" "Neuron"
"cg21086870" "cg21086870" "Neuron"
"cg21211664" "cg21211664" "Neuron"
"cg05908149" "cg05908149" "Neuron"
"cg06132455" "cg06132455" "Neuron"
"cg22275872" "cg22275872" "Neuron"
"cg19127835" "cg19127835" "Neuron"
"cg06263013" "cg06263013" "Neuron"
"cg05357039" "cg05357039" "Neuron"
"cg19722814" "cg19722814" "Neuron"
"cg02004370" "cg02004370" "Neuron"
"cg25272757" "cg25272757" "Neuron"
"cg01560422" "cg01560422" "Neuron"
"cg00864551" "cg00864551" "Neuron"
"cg08041350" "cg08041350" "Neuron"
"cg05982473" "cg05982473" "Neuron"
"cg18678231" "cg18678231" "Neuron"
"cg15653111" "cg15653111" "Neuron"
"cg10206190" "cg10206190" "Neuron"
"cg16540190" "cg16540190" "Neuron"
"cg22063685" "cg22063685" "Neuron"
"cg26221105" "cg26221105" "Neuron"
"cg01536987" "cg01536987" "Neuron"
"cg12284870" "cg12284870" "Neuron"
"cg18049569" "cg18049569" "Neuron"
"cg25965498" "cg25965498" "Neuron"
"cg10310119" "cg10310119" "Neuron"
"cg15870741" "cg15870741" "Neuron"
"cg20207715" "cg20207715" "Neuron"
"cg09569215" "cg09569215" "Neuron"
"cg07482766" "cg07482766" "Neuron"
"cg16298202" "cg16298202" "Neuron"
"cg02713138" "cg02713138" "Neuron"
"cg05208399" "cg05208399" "Neuron"
"cg15825104" "cg15825104" "Neuron"
"cg01899676" "cg01899676" "Neuron"
"cg16692668" "cg16692668" "Neuron"
"cg02991118" "cg02991118" "Neuron"
"cg03661844" "cg03661844" "Neuron"
"cg12942155" "cg12942155" "Neuron"
"cg16028169" "cg16028169" "Neuron"
"cg16353318" "cg16353318" "Neuron"
"cg03839199" "cg03839199" "Neuron"
"cg08468299" "cg08468299" "Neuron"
"cg24428851" "cg24428851" "Neuron"
"cg10090418" "cg10090418" "Neuron"
"cg25598159" "cg25598159" "Neuron"
"cg13423666" "cg13423666" "Neuron"
"cg03011594" "cg03011594" "Neuron"
"cg11059561" "cg11059561" "Neuron"
"cg05455680" "cg05455680" "Neuron"
"cg24721350" "cg24721350" "Neuron"
"cg26007849" "cg26007849" "Neuron"
"cg02320937" "cg02320937" "Neuron"
"cg23081204" "cg23081204" "Neuron"
"cg23197473" "cg23197473" "Neuron"
"cg10276116" "cg10276116" "Neuron"
"cg14136420" "cg14136420" "Neuron"
"cg04607379" "cg04607379" "Neuron"
"cg10946576" "cg10946576" "Neuron"
"cg00209918" "cg00209918" "Neuron"
"cg08099685" "cg08099685" "Neuron"
"cg03885098" "cg03885098" "Neuron"
"cg23108673" "cg23108673" "Neuron"
"cg24596132" "cg24596132" "Neuron"
"cg03370270" "cg03370270" "Neuron"
"cg05211642" "cg05211642" "Neuron"
"cg20675852" "cg20675852" "Neuron"
"cg26030804" "cg26030804" "Neuron"
"cg09801621" "cg09801621" "Neuron"
"cg16009741" "cg16009741" "Neuron"
"cg05328670" "cg05328670" "Neuron"
"cg18898498" "cg18898498" "Neuron"
"cg22785554" "cg22785554" "Neuron"
"cg06748978" "cg06748978" "Neuron"
"cg10587741" "cg10587741" "Neuron"
"cg06415864" "cg06415864" "Neuron"
"cg11784830" "cg11784830" "Neuron"
"cg02445282" "cg02445282" "Neuron"
"cg00831929" "cg00831929" "Neuron"
"cg24385666" "cg24385666" "Neuron"
"cg04336433" "cg04336433" "Neuron"
"cg26964704" "cg26964704" "Neuron"
"cg22999066" "cg22999066" "Neuron"
"cg18707191" "cg18707191" "Neuron"
"cg04516022" "cg04516022" "Neuron"
"cg21598117" "cg21598117" "Neuron"
"cg21413219" "cg21413219" "Neuron"
"cg08923594" "cg08923594" "Neuron"
"cg05842943" "cg05842943" "Neuron"
"cg00688820" "cg00688820" "Neuron"
"cg14224786" "cg14224786" "Neuron"
"cg20458019" "cg20458019" "Neuron"
"cg04443233" "cg04443233" "Neuron"
"cg27316130" "cg27316130" "Neuron"
"cg10357909" "cg10357909" "Neuron"
"cg18240850" "cg18240850" "Neuron"
"cg13393793" "cg13393793" "Neuron"
"cg24063043" "cg24063043" "Neuron"
"cg22897659" "cg22897659" "Neuron"
"cg05794695" "cg05794695" "Neuron"
"cg15181351" "cg15181351" "Neuron"
"cg06958211" "cg06958211" "Neuron"
"cg23354307" "cg23354307" "Neuron"
"cg12658929" "cg12658929" "Neuron"
"cg07558833" "cg07558833" "Neuron"
"cg07192047" "cg07192047" "Neuron"
"cg06325515" "cg06325515" "Neuron"
"cg19554235" "cg19554235" "Neuron"
"cg04707074" "cg04707074" "Neuron"
"cg07609703" "cg07609703" "Neuron"
"cg17742947" "cg17742947" "Neuron"
"cg22729730" "cg22729730" "Neuron"
"cg09869811" "cg09869811" "Neuron"
"cg22213449" "cg22213449" "Neuron"
"cg24613375" "cg24613375" "Neuron"
"cg02922734" "cg02922734" "Neuron"
"cg18832140" "cg18832140" "Neuron"
"cg02078690" "cg02078690" "Neuron"
"cg24208375" "cg24208375" "Neuron"
"cg00288957" "cg00288957" "Neuron"
"cg07574267" "cg07574267" "Neuron"
"cg10005273" "cg10005273" "Neuron"
"cg12716632" "cg12716632" "Neuron"
"cg03562441" "cg03562441" "Neuron"
"cg10837110" "cg10837110" "Neuron"
"cg10698889" "cg10698889" "Neuron"
"cg22578027" "cg22578027" "Neuron"
"cg04307587" "cg04307587" "Neuron"
"cg06544239" "cg06544239" "Neuron"
"cg15323528" "cg15323528" "Neuron"
"cg07400453" "cg07400453" "Neuron"
"cg14633965" "cg14633965" "Neuron"
"cg16730824" "cg16730824" "Neuron"
"cg16411101" "cg16411101" "Neuron"
"cg02309157" "cg02309157" "Neuron"
"cg20967819" "cg20967819" "Neuron"
"cg18473642" "cg18473642" "Neuron"
"cg20027684" "cg20027684" "Neuron"
"cg09941208" "cg09941208" "Neuron"
"cg23753807" "cg23753807" "Neuron"
"cg12471950" "cg12471950" "Neuron"
"cg13882311" "cg13882311" "Neuron"
"cg03302448" "cg03302448" "Neuron"
"cg11468319" "cg11468319" "Neuron"
"cg14212850" "cg14212850" "Neuron"
"cg23252828" "cg23252828" "Neuron"
"cg07220157" "cg07220157" "Neuron"
"cg22650099" "cg22650099" "Neuron"
"cg06581825" "cg06581825" "Neuron"
"cg23666856" "cg23666856" "Neuron"
"cg26791536" "cg26791536" "Neuron"
"cg00589251" "cg00589251" "Neuron"
"cg13131243" "cg13131243" "Neuron"
"cg15173079" "cg15173079" "Neuron"
"cg13874012" "cg13874012" "Neuron"
"cg07622079" "cg07622079" "Neuron"
"cg14317712" "cg14317712" "Neuron"
"cg24789136" "cg24789136" "Neuron"
"cg16557526" "cg16557526" "Neuron"
"cg00709423" "cg00709423" "Neuron"
"cg19110654" "cg19110654" "Neuron"
"cg13323391" "cg13323391" "Neuron"
"cg23757825" "cg23757825" "Neuron"
"cg27651220" "cg27651220" "Neuron"
"cg16986150" "cg16986150" "Neuron"
"cg07192491" "cg07192491" "Neuron"
"cg03054529" "cg03054529" "Neuron"
"cg05002837" "cg05002837" "Neuron"
"cg11180624" "cg11180624" "Neuron"
"cg16335762" "cg16335762" "Neuron"
"cg04979551" "cg04979551" "Neuron"
"cg07436424" "cg07436424" "Neuron"
"cg04465078" "cg04465078" "Neuron"
"cg04595720" "cg04595720" "Neuron"
"cg27389806" "cg27389806" "Neuron"
"cg08040429" "cg08040429" "Neuron"
"cg16457413" "cg16457413" "Neuron"
"cg03512256" "cg03512256" "Neuron"
"cg03387103" "cg03387103" "Neuron"
"cg16712866" "cg16712866" "Neuron"
"cg00178661" "cg00178661" "Neuron"
"cg08910906" "cg08910906" "Neuron"
"cg19502417" "cg19502417" "Neuron"
"cg22605924" "cg22605924" "Neuron"
"cg27381274" "cg27381274" "Neuron"
"cg24361256" "cg24361256" "Neuron"
"cg27065225" "cg27065225" "Neuron"
"cg18598329" "cg18598329" "Neuron"
"cg23079012" "cg23079012" "Neuron"
"cg11570575" "cg11570575" "Neuron"
"cg25670583" "cg25670583" "Neuron"
"cg15832094" "cg15832094" "Neuron"
"cg07142377" "cg07142377" "Neuron"
"cg24948588" "cg24948588" "Neuron"
"cg17886654" "cg17886654" "Neuron"
"cg19383430" "cg19383430" "Neuron"
"cg26585590" "cg26585590" "Neuron"
"cg19930314" "cg19930314" "Neuron"
"cg04229491" "cg04229491" "Neuron"
"cg08211145" "cg08211145" "Neuron"
"cg14398988" "cg14398988" "Neuron"
"cg22686523" "cg22686523" "Neuron"
"cg20411384" "cg20411384" "Neuron"
"cg24561348" "cg24561348" "Neuron"
"cg22495801" "cg22495801" "Neuron"
"cg24446610" "cg24446610" "Neuron"
"cg11594934" "cg11594934" "Neuron"
"cg00151906" "cg00151906" "Neuron"
"cg21787369" "cg21787369" "Neuron"
"cg23613857" "cg23613857" "Neuron"
"cg01529068" "cg01529068" "Neuron"
"cg18891712" "cg18891712" "Neuron"
"cg13909661" "cg13909661" "Neuron"
"cg10533694" "cg10533694" "Neuron"
"cg25408314" "cg25408314" "Neuron"
"cg04281204" "cg04281204" "Neuron"
"cg18994438" "cg18994438" "Neuron"
"cg10084370" "cg10084370" "Neuron"
"cg06646622" "cg06646622" "Neuron"
"cg04007792" "cg04007792" "Neuron"
"cg19714332" "cg19714332" "Neuron"
"cg04169102" "cg04169102" "Neuron"
"cg06677690" "cg06677690" "Neuron"
"cg21037265" "cg21037265" "Neuron"
"cg14366571" "cg14366571" "Neuron"
"cg04482760" "cg04482760" "Neuron"
"cg22157015" "cg22157015" "Neuron"
"cg02994291" "cg02994291" "Neuron"
"cg21889691" "cg21889691" "Neuron"
"cg27479267" "cg27479267" "Neuron"
"cg17948297" "cg17948297" "Neuron"
"cg04432275" "cg04432275" "Neuron"
"cg26456997" "cg26456997" "Neuron"
"cg02056921" "cg02056921" "Neuron"
"cg03048372" "cg03048372" "Neuron"
"cg14274542" "cg14274542" "Neuron"
"cg16161415" "cg16161415" "Neuron"
"cg07572028" "cg07572028" "Neuron"
"cg20217872" "cg20217872" "Neuron"
"cg02523824" "cg02523824" "Neuron"
"cg15262515" "cg15262515" "Neuron"
"cg08038741" "cg08038741" "Neuron"
"cg26508619" "cg26508619" "Neuron"
"cg08192337" "cg08192337" "Neuron"
"cg00102955" "cg00102955" "Neuron"
"cg00897875" "cg00897875" "Neuron"
"cg26999775" "cg26999775" "Neuron"
"cg02872545" "cg02872545" "Neuron"
"cg00422120" "cg00422120" "Neuron"
"cg18592195" "cg18592195" "Neuron"
"cg00849853" "cg00849853" "Neuron"
"cg20361571" "cg20361571" "Neuron"
"cg25307724" "cg25307724" "Neuron"
"cg02675859" "cg02675859" "Neuron"
"cg01352276" "cg01352276" "Neuron"
"cg04612073" "cg04612073" "Neuron"
"cg13665714" "cg13665714" "Neuron"
"cg19221542" "cg19221542" "Neuron"
"cg10827854" "cg10827854" "Neuron"
"cg12884128" "cg12884128" "Neuron"
"cg18560144" "cg18560144" "Neuron"
"cg12247826" "cg12247826" "Neuron"
"cg06187344" "cg06187344" "Neuron"
"cg20603888" "cg20603888" "Neuron"
"cg27130493" "cg27130493" "Neuron"
"cg06008299" "cg06008299" "Neuron"
"cg24427175" "cg24427175" "Neuron"
"cg22049753" "cg22049753" "Neuron"
"cg18049045" "cg18049045" "Neuron"
"cg22043013" "cg22043013" "Neuron"
"cg21861265" "cg21861265" "Neuron"
"cg07336964" "cg07336964" "Neuron"
"cg24559044" "cg24559044" "Neuron"
"cg02621130" "cg02621130" "Neuron"
"cg10243075" "cg10243075" "Neuron"
"cg05745871" "cg05745871" "Neuron"
"cg00565786" "cg00565786" "Neuron"
"cg26814635" "cg26814635" "Neuron"
"cg05568054" "cg05568054" "Neuron"
"cg20541505" "cg20541505" "Neuron"
"cg26987690" "cg26987690" "Neuron"
"cg00491412" "cg00491412" "Neuron"
"cg11356302" "cg11356302" "Neuron"
"cg14827502" "cg14827502" "Neuron"
"cg11691341" "cg11691341" "Neuron"
"cg11629921" "cg11629921" "Neuron"
"cg18548797" "cg18548797" "Neuron"
"cg16264807" "cg16264807" "Neuron"
"cg07773337" "cg07773337" "Neuron"
"cg11225090" "cg11225090" "Neuron"
"cg06363865" "cg06363865" "Neuron"
"cg06982473" "cg06982473" "Neuron"
"cg01525498" "cg01525498" "Neuron"
